Liste over Bildetema-termer som skal oversettes til kvensk									
Tilrettelagt av Øystein Reigem, Uni Research Computing, 2017-01-11									
									
id	lenke til Bildetema HTML5	lenke til Bildetema Flash	svensk	bokmål	engelsk	kvensk	oversetterens kommentarer		
&w29103	Bildetema HTML5	Bildetema Flash	1 l = 10 deciliter	1 l = 10 desiliter	1 l = 10 decilitres	1 l = 10 desilitterii/desilitteriä			
&w29104	Bildetema HTML5	Bildetema Flash	1 dl = 10 centiliter	1 dl = 10 centiliter	1 dl = 10 centilitres	1 dl = 10 senttilitterii/senttilitteriä	? senttilitteri eli centtilitteri?		
&w29105	Bildetema HTML5	Bildetema Flash	1 cl = 10 milliliter	1 cl = 10 milliliter	1 cl = 10 millilitres	1 cl = 10 millilitterii/millilitteriä	?		
&w29106	Bildetema HTML5	Bildetema Flash	1 msk (matsked) = 15 ml	1 ss (spiseskje) = 15 ml	1 T(blsp) = 15 ml	1 rl (ruokalusikka) = 15 ml			
&w29107	Bildetema HTML5	Bildetema Flash	4 m	4 m	4 m	4 m			
&w29108	Bildetema HTML5	Bildetema Flash	5 m	5 m	5 m	5 m			
&w29109	Bildetema HTML5	Bildetema Flash	Ytmått, area	Måleenheter for areal	Units of measurement for area	Aloitten mitat	? se "enhet" tässäki		
&w29110	Bildetema HTML5	Bildetema Flash	1 km² = 100 ha (hektar)	1 km² = 100 ha (hektar)	1 km² = 100 hectare	1 km² = 100 ha (hektaari)			
&w29111	Bildetema HTML5	Bildetema Flash	1 ha = 100 a (ar)	1 ha = 100 a (ar)	1 hectare = 100 are	1 ha = 100 a (aari)			
&w29112	Bildetema HTML5	Bildetema Flash	1 a = 100 m²	1 a = 100 m²	1 are = 100 m²	1 a = 100 m²			
&w541	Bildetema HTML5	Bildetema Flash	en höjd	høyde	height	korkkeus, korkeus			
&w704	Bildetema HTML5	Bildetema Flash	en kvadrat	kvadrat	square	kvadraatti			
&w795	Bildetema HTML5	Bildetema Flash	en längd	lengde	length	pittuus			
									
&s29_2	Bildetema HTML5	Bildetema Flash	geometri	geometri	geometry	geometrii			
									
&w1043	Bildetema HTML5	Bildetema Flash	en pyramid	pyramide	pyramid	pyramidi			
&w1053	Bildetema HTML5	Bildetema Flash	en radie	radius	radius	radius			
&w1126	Bildetema HTML5	Bildetema Flash	en sektor	sektor	sector	sektori			
&w1445	Bildetema HTML5	Bildetema Flash	en triangel	triangel	triangle	triangeli	kolmikantti? MK: kolmio		
&w1550	Bildetema HTML5	Bildetema Flash	en vinkel	vinkel	angle	kulma			
&w198	Bildetema HTML5	Bildetema Flash	en cirkel	sirkel	circle	sirkkeli	ympyrä?		
&w204	Bildetema HTML5	Bildetema Flash	en cylinder	sylinder	cylinder	sylinteri			
&w222	Bildetema HTML5	Bildetema Flash	en diameter	diameter	diameter	diameetteri	MK: läpimitta		
&w273	Bildetema HTML5	Bildetema Flash	en ellips	ellipse	ellipse	ellipsi			
&w29201	Bildetema HTML5	Bildetema Flash	grad(er)	grad(er)	degree(s)	graadi(i), graadi(a)			
&w29202	Bildetema HTML5	Bildetema Flash	90º	90º	90º	90º			
&w29203	Bildetema HTML5	Bildetema Flash	180º	180º	180º	180º			
&w29204	Bildetema HTML5	Bildetema Flash	360º	360º	360º	360º			
&w632	Bildetema HTML5	Bildetema Flash	en klot	kule	globe	kuula			
&w693	Bildetema HTML5	Bildetema Flash	en kub	kube	cube		MK: kuutio		
&w757	Bildetema HTML5	Bildetema Flash	en linje	linje	line	linja			
&w841	Bildetema HTML5	Bildetema Flash	en medelpunkt	midtpunkt	centre	keskikohta			
&w955	Bildetema HTML5	Bildetema Flash	en omkrets	omkrets	circumference	ympärimitta			
									
&s29_3	Bildetema HTML5	Bildetema Flash	mått	mål	measures	mitat			
									
&w29301	Bildetema HTML5	Bildetema Flash	Längdmått	Måleenheter for lengde	Units of measurement for length	Pittuusmitat			
&w29302	Bildetema HTML5	Bildetema Flash	1 mil = 10 kilometer	1 mil = 10 kilometer	1 mil = 10 kilometres	1 miila = 10 kilomeetterii/kilomeetteriä			
&w29303	Bildetema HTML5	Bildetema Flash	1 km = 1000 meter	1 km = 1 000 meter	1 km = 1,000 metres	1 km = 1 000 meetterii/meetteriä			
&w29304	Bildetema HTML5	Bildetema Flash	1 m = 10 decimeter	1 m = 10 desimeter	1 m = 10 decimetres	1 m = 10 desimeetterii/desimeetteriä			
&w29305	Bildetema HTML5	Bildetema Flash	1 dm = 10 centimeter	1 dm = 10 centimeter	1 dm = 10 centimetres	1 dm = 10 senttimeetterii/senttimeetteriä			
&w29306	Bildetema HTML5	Bildetema Flash	1 cm = 10 millimeter	1 cm = 10 millimeter	1 cm = 10 millimetres	1 cm = 10 millimeetterii/millimeetteriä			
&w29307	Bildetema HTML5	Bildetema Flash	Några måttenheter	Noen måleenheter	Some units of measurement	Muutampi mittatermi	"enhet" kvääniksi?		
&w29308	Bildetema HTML5	Bildetema Flash	enhet	enheter	units		?		
&w29309	Bildetema HTML5	Bildetema Flash	förkortning	forkortelser	abbreviations	lyhenykset			
&w29310	Bildetema HTML5	Bildetema Flash	används för att mäta	brukes til å måle	used for measuring	käytethään mittaamisheen			
&w29311	Bildetema HTML5	Bildetema Flash	en meter	en meter	a metre	yksi meetteri			
&w29312	Bildetema HTML5	Bildetema Flash	ett kilogram	et kilogram	a kilogram	yksi kilogramma			
&w29313	Bildetema HTML5	Bildetema Flash	en sekund	et sekund	a second	yksi sekunti			
&w29314	Bildetema HTML5	Bildetema Flash	en ampere	en ampere	an ampere	yksi amperi			
&w29315	Bildetema HTML5	Bildetema Flash	en joule	en joule	a joule	yksi jouli			
&w29316	Bildetema HTML5	Bildetema Flash	kilowattimme	kilowatt-time	kilowatt-hour	kilowatti-tiima			
&w29317	Bildetema HTML5	Bildetema Flash	en kalori	en kalori	a calorie	yksi kalori			
&w29318	Bildetema HTML5	Bildetema Flash	en watt	en watt	a watt	yksi watti			
&w29319	Bildetema HTML5	Bildetema Flash	ett ohm	en ohm	an ohm	yksi ohmi			
&w29320	Bildetema HTML5	Bildetema Flash	en volt	en volt	a volt	yksi voltti			
&w29321	Bildetema HTML5	Bildetema Flash	en grad (Celsius)	en (celsius-)grad	a degree (Celsius)	yksi celsius-graadi			
&w29322	Bildetema HTML5	Bildetema Flash	m	m	m	m			
&w29323	Bildetema HTML5	Bildetema Flash	kg	kg	kg	kg			
&w29324	Bildetema HTML5	Bildetema Flash	S	s	s	s			
&w29325	Bildetema HTML5	Bildetema Flash	A	A	A	A			
&w29326	Bildetema HTML5	Bildetema Flash	J	J	J	J			
&w29327	Bildetema HTML5	Bildetema Flash	kW/h	kWh	kWh	kWh			
&w29328	Bildetema HTML5	Bildetema Flash	cal (1 cal = 4,18 J)	cal (1 cal = 4,18 J)	cal (1 cal = 4,18 J)	cal (1 cal = 4,18 J)			
&w29329	Bildetema HTML5	Bildetema Flash	W	W	W	W			
&w29330	Bildetema HTML5	Bildetema Flash	Ω	Ω	Ω	Ω			
&w29331	Bildetema HTML5	Bildetema Flash	V	V	V	V			
&w29332	Bildetema HTML5	Bildetema Flash	C	C	C	C			
&w29333	Bildetema HTML5	Bildetema Flash	längd	lengde	length	pittuus			
&w29334	Bildetema HTML5	Bildetema Flash	vikt	vekt	weight	paino			
&w29335	Bildetema HTML5	Bildetema Flash	tid	tid	time	aika			
&w29336	Bildetema HTML5	Bildetema Flash	elektrisk ström	elektrisk strøm	electrical amperage	elektriskinen virta			
&w29337	Bildetema HTML5	Bildetema Flash	energi	energi	energy	energii			
&w29338	Bildetema HTML5	Bildetema Flash	energi	energi	energy	energii			
&w29339	Bildetema HTML5	Bildetema Flash	(äldre enhet)	(eldre måleenhet)	(former unit of measurement)	(vanhemat mitat)			
&w29340	Bildetema HTML5	Bildetema Flash	effekt	elektrisk effekt	electrical power	elektriskinen voima			
&w29341	Bildetema HTML5	Bildetema Flash	elektrisk resistans	elektrisk motstand	electrical resistance	elektriskinen vastus			
&w29342	Bildetema HTML5	Bildetema Flash	elektrisk spänning	elektrisk spenning	electrical voltage	elektriskinen jännitys			
&w29343	Bildetema HTML5	Bildetema Flash	temperatur	temperatur	temperature	temperatuuri			
&w29344	Bildetema HTML5	Bildetema Flash	Viktmått	Måleenheter for vekt	Units of measurement for weight	Painon mitat			
&w29345	Bildetema HTML5	Bildetema Flash	1 t (ton) = 1000 kg (kilogram, kilo)	1 t (tonn) = 1 000 kg (kilogram, "kilo")	1 t (tonne, metric ton) = 1,000 kg	1 t (tonni) = 1 000 kg (kilogramma, "kilo")			
&w29346	Bildetema HTML5	Bildetema Flash	1 kg = 10 hg (hektogram, "hekto")	1 kg = 10 hg (hektogram, "hekto")	1 kg = 10 hg	1 kg = 10 hg (hektogramma, "hekto")			
&w29347	Bildetema HTML5	Bildetema Flash	1 hg = 100 g (gram)	1 hg = 100 g (gram)	1 hg = 100 g	1 hg = 100 g (gramma)			
&w29348	Bildetema HTML5	Bildetema Flash	1 g = 1000 mg (milligram)	1 g = 1 000 mg (milligram)	1 g = 1,000 mg	1 g = 1 000 mg (milligramma)			
&w29349	Bildetema HTML5	Bildetema Flash	1 kg = 1000 g	1 kg = 1 000 g	1 kg = 1,000 g	1 kg = 1 000 g			
&w29350	Bildetema HTML5	Bildetema Flash	förstavelse	forstavelse	prefix				
&w29351	Bildetema HTML5	Bildetema Flash	förkortning	forkortelser	abbreviations	lyhenykset			
&w29352	Bildetema HTML5	Bildetema Flash	betyder	betyr	means	meinaa			
&w29353	Bildetema HTML5	Bildetema Flash	kilo	kilo	kilo	kilo			
&w29354	Bildetema HTML5	Bildetema Flash	hekto	hekto	hecto	hekto			
&w29355	Bildetema HTML5	Bildetema Flash	deci	desi	deci	desi			
&w29356	Bildetema HTML5	Bildetema Flash	centi	centi	centi	sentti			
&w29357	Bildetema HTML5	Bildetema Flash	milli	milli	milli	milli			
&w29358	Bildetema HTML5	Bildetema Flash	k	k	k	k			
&w29359	Bildetema HTML5	Bildetema Flash	h	h	h	h 			
&w29360	Bildetema HTML5	Bildetema Flash	d	d	d	d 			
&w29361	Bildetema HTML5	Bildetema Flash	c	c	c	c			
&w29362	Bildetema HTML5	Bildetema Flash	m	m	m	m 			
&w29363	Bildetema HTML5	Bildetema Flash	1 000	1 000	1	1 000			
&w29364	Bildetema HTML5	Bildetema Flash	100	100	100	100			
&w29365	Bildetema HTML5	Bildetema Flash	1/10	1/10	1/10	1/10			
&w29366	Bildetema HTML5	Bildetema Flash	1/100	1/100	1/100	1/100			
&w29367	Bildetema HTML5	Bildetema Flash	1/1 000	1/1 000	1/1,000	1/1 000			
&w29368	Bildetema HTML5	Bildetema Flash	1 cm	1 cm	1 cm	1 cm			
&w29369	Bildetema HTML5	Bildetema Flash	1 mm	1 mm	1 mm	1 mm			
									
&s29_4	Bildetema HTML5	Bildetema Flash	enhet	enheter	units		??		
									
&w1032	Bildetema HTML5	Bildetema Flash	en propp, en säkring	sikring	fuse	sikrinki, proppu	? sikringi?		
&w1405-c	Bildetema HTML5	Bildetema Flash	en termometer	termometer	thermometer	termomeetteri			
&w217	Bildetema HTML5	Bildetema Flash	en deciliter	desiliter	decilitre	desilitteri			
&w235	Bildetema HTML5	Bildetema Flash	ett djup	dybde	depth	syvvyys			
&w257	Bildetema HTML5	Bildetema Flash	ett dussin = 12 stycken	dusin (12 stykker)	dozen	tusina			
&w29401	Bildetema HTML5	Bildetema Flash	10 A (ampere)	10 A (ampere)	10 A (ampere)	10 A (amperi)			
&w29402	Bildetema HTML5	Bildetema Flash	40 W (watt)	40 W (watt)	40 W (watt)	40 W (watti)			
&w29403	Bildetema HTML5	Bildetema Flash	1 kW (en kilowatt)	1 kW (en kilowatt)	1 kW (a kilowatt)	1 kW (yksi kilowatti)			
&w29404	Bildetema HTML5	Bildetema Flash	1 kW = 1000 watt	1 kW = 1 000 watt	1 kW = 1,000 watt	1 kW = 1 000 wattii/wattia			
&w29405	Bildetema HTML5	Bildetema Flash	110 V (volt)	110 V (volt)	110 V (volt)	110 V (voltti)			
&w29406	Bildetema HTML5	Bildetema Flash	8 Ω (ohm)	8 Ω (ohm)	8 Ω (ohm)	8 Ω (ohmi)	?		
&w759	Bildetema HTML5	Bildetema Flash	en liter	liter	litre	litteri			
&w909	Bildetema HTML5	Bildetema Flash	en mängd	mengde	quantity	määrä			
									
&c30	Bildetema HTML5	Bildetema Flash	Väder	Vær	Weather	Sää			
									
&s30_1	Bildetema HTML5	Bildetema Flash	väder 1	vær 1	weather 1	Sää 1			
									
&w1066	Bildetema HTML5	Bildetema Flash	ett regnområde	nedbørsområde	rain area	sađetala, saetala	mikä Varengissa? saeala? sajeala? sajetala?		
&w1372	Bildetema HTML5	Bildetema Flash	söder	sør	south	etelä			
&w1405-d	Bildetema HTML5	Bildetema Flash	en termometer	termometer	thermometer	termomeetteri			
&w1594	Bildetema HTML5	Bildetema Flash	väster	vest	west	vesta, länsi			
&w1633	Bildetema HTML5	Bildetema Flash	öster	øst	east	öystä, itä			
&w540	Bildetema HTML5	Bildetema Flash	ett högtryck	høytrykk	high pressure	korkkeepaino, korkeapaino			
&w653	Bildetema HTML5	Bildetema Flash	en kompass	kompass	compass	kompassi			
&w70	Bildetema HTML5	Bildetema Flash	en barometer	barometer	barometer	baromeetteri			
&w786	Bildetema HTML5	Bildetema Flash	ett lågtryck	lavtrykk	low pressure	matalapaino			
&w929	Bildetema HTML5	Bildetema Flash	norr	nord	north	pohjainen, pohjanen			
									
&s30_2	Bildetema HTML5	Bildetema Flash	väder 2	vær 2	weather 2	sää 2			
									
&w103	Bildetema HTML5	Bildetema Flash	en blixt	lyn	lightning	valkkeenisku, valkeanisku, valkianisku			
&w1064	Bildetema HTML5	Bildetema Flash	ett regn	regn	rain	sađet, saet, sae			
&w1065	Bildetema HTML5	Bildetema Flash	en regnbåge	regnbue	rainbow	satheenkaari			
&w1228	Bildetema HTML5	Bildetema Flash	snö(n)	snø	snow	lumi			
&w1233	Bildetema HTML5	Bildetema Flash	en sol	sol	sun	aurinko			
&w1235	Bildetema HTML5	Bildetema Flash	ett solsken	solskinn	sunshine	auringonpaistet, auringonpaiste			
&w225	Bildetema HTML5	Bildetema Flash	dimma(n)	tåke	fog	skonto, konto, sumu 			
&w452	Bildetema HTML5	Bildetema Flash	ett hagel	hagl	hail(stone)	rajet, raje			
&w865	Bildetema HTML5	Bildetema Flash	ett moln	sky	cloud	pilvi			
									
&c31	Bildetema HTML5	Bildetema Flash	Datorer	Datamaskiner	Computers	Daattamašiini			
									
&s31_1	Bildetema HTML5	Bildetema Flash	begrepp	tegn	notions	merkki			
									
&w31101	Bildetema HTML5	Bildetema Flash	Några tecken	Noen tegn	Some signs	Muutampi merkki			
&w31102	Bildetema HTML5	Bildetema Flash	tecken	tegn	signs	merkki			
&w31103	Bildetema HTML5	Bildetema Flash	betyder	betyr	means	meinaa			
&w31104	Bildetema HTML5	Bildetema Flash	snedstreck	skråstrek	slash	viintopriimu			
&w31105	Bildetema HTML5	Bildetema Flash	dubbla snedstreck	dobbeltskråstrek	double slash	tuplaviintopriimu			
&w31106	Bildetema HTML5	Bildetema Flash	hakparentes	hakeparentes	square bracket	hakaparenteesi			
&w31107	Bildetema HTML5	Bildetema Flash	klammerparentes	klammeparentes	curly bracket	kaariparenteesi?	? sulkuparenteesi?		
&w31108	Bildetema HTML5	Bildetema Flash	lodstreck	vertikalstrek	vertical line	pystöpriimu			
&w31109	Bildetema HTML5	Bildetema Flash	omvänt snedstreck/backstreck	omvendt skråstrek	backslash	viintopriimu tostepäin			
&w31110	Bildetema HTML5	Bildetema Flash	tilde	tilde	tilde	paaropriimu	?		
&w31111	Bildetema HTML5	Bildetema Flash	snabel-a	krøllalfa	at-sign	kihara-a	?		
&w31112	Bildetema HTML5	Bildetema Flash	understreck	understrek	underline	allepriimustus			
&w31113	Bildetema HTML5	Bildetema Flash	vinkelparentes	vinkelparentes	angle bracket	kulmaparenteesi	vinkkeliparenteesi?		
&w31114	Bildetema HTML5	Bildetema Flash	Några förkortningar	Noen forkortelser	Some abbreviations	Muutampi lyhenys			
&w31115	Bildetema HTML5	Bildetema Flash	enhet	enheter	unit		?		
&w31116	Bildetema HTML5	Bildetema Flash	förkortning	forkortelser	abbreviations	lyhenykset			
&w31117	Bildetema HTML5	Bildetema Flash	betyder	betyr	means	meinaa			
&w31118	Bildetema HTML5	Bildetema Flash	bit	bit	bit	biitti			
&w31119	Bildetema HTML5	Bildetema Flash	byte	byte	byte	byytti			
&w31120	Bildetema HTML5	Bildetema Flash	kilobyte	kilobyte	kilobyte	kilobyytti			
&w31121	Bildetema HTML5	Bildetema Flash	megabyte	megabyte	megabyte	megabyytti			
&w31122	Bildetema HTML5	Bildetema Flash	gigabyte	gigabyte	gigabyte	gigabyytti			
&w31123	Bildetema HTML5	Bildetema Flash	b	b	b	b			
&w31124	Bildetema HTML5	Bildetema Flash	B	B	B	B			
&w31125	Bildetema HTML5	Bildetema Flash	kB	kB	kB	kB			
&w31126	Bildetema HTML5	Bildetema Flash	MB	MB	MB	MB			
&w31127	Bildetema HTML5	Bildetema Flash	GB	GB	GB	GB			
&w31128	Bildetema HTML5	Bildetema Flash	0 eller 1	0 eller 1	0 or 1	0 tahi 1			
&w31129	Bildetema HTML5	Bildetema Flash	8 bit	8 bit	8 bit	8 biittii/biittiä			
&w31130	Bildetema HTML5	Bildetema Flash	1024 byte	1 024 byte	1,024 byte	1 024 byyttii, byyttiä			
&w31131	Bildetema HTML5	Bildetema Flash	1024 kB	1 024 kB	1,024 kB	1,024 kB			
&w31132	Bildetema HTML5	Bildetema Flash	1024 MB	1 024 MB	1,024 MB	1,024 MB			
									
&s31_2	Bildetema HTML5	Bildetema Flash	gränssnitt	grensesnitt	interface	daattaruutu	?		
									
&w1775	Bildetema HTML5	Bildetema Flash	ett gränssnitt	grensesnitt	interface	ruutu, daattaruutu	?   MK: rajapinta		
&w1776	Bildetema HTML5	Bildetema Flash	en meny	meny	menu	meny			
&w1777	Bildetema HTML5	Bildetema Flash	en webbadress	nettadresse	web address	nettiadressi			
&w1778	Bildetema HTML5	Bildetema Flash	en rullningslist	rullefelt	scrollbar	rullauskenttä	rullaustolppa? MK: plaavauslista		
									
&s31_3	Bildetema HTML5	Bildetema Flash	dator	datamaskin	computer	daattamašiini			
									
&w1159	Bildetema HTML5	Bildetema Flash	en skanner	skanner	scanner	skanneri			
&w1182	Bildetema HTML5	Bildetema Flash	en skrivare	skriver	printer	printteri			
&w1314	Bildetema HTML5	Bildetema Flash	en styrspak	styrespak	joystick	tyyräystikku	pelivipu?		
&w1770	Bildetema HTML5	Bildetema Flash	en skärm	dataskjerm	display	daattašärmi			
&w1771	Bildetema HTML5	Bildetema Flash	ett tangentbord	tastatur	keyboard	tastatuuri			
&w1772	Bildetema HTML5	Bildetema Flash	en mus	mus	mouse	hiiri			
&w1773	Bildetema HTML5	Bildetema Flash	en diskett	diskett	floppy disk, diskette	disketti			
&w1774	Bildetema HTML5	Bildetema Flash	en ritplatta	tegnebrett	graphics/drawing tablet	tägnäysprättä			
&w189-b	Bildetema HTML5	Bildetema Flash	en cd-skiva	CD-plate	compact disc	CD-plaatta			
&w214	Bildetema HTML5	Bildetema Flash	en dator	datamaskin	computer	daattamašiini			
